vehicle_id,vehicle_label,stop_status,stop_sequence,direction_id,latitude,longitude,bearing,speed,timestamp,trip_id,trip_short_name,bikes_allowed,headsign,stop,stop_name,route_id,parent_station
R-547656ED,1813,STOPPED_AT,1,0,42.39621,-71.14054,85,,2023-04-27 15:10:22-04:00,ADDED-1581508246,,0,Ashmont,Alewife-01,Alewife,Red,place-alfcl
R-54765756,1841,INCOMING_AT,220,1,42.39601,-71.14006,85,,2023-04-27 15:27:26-04:00,ADDED-1581508249,,0,Alewife,70061,Alewife,Red,place-alfcl
R-547651FB,1631,IN_TRANSIT_TO,10,0,42.39758,-71.12875,95,,2023-04-27 15:27:27-04:00,ADDED-1581508255,,0,Braintree,70063,Davis,Red,place-davis
R-54765600,1835,IN_TRANSIT_TO,210,1,42.38923,-71.11931,0,,2023-04-27 15:27:17-04:00,ADDED-1581508211,,0,Alewife,70064,Davis,Red,place-davis
O-547654C9,1474,INCOMING_AT,80,1,42.34759,-71.06723,50,,2023-04-27 15:26:46-04:00,56494281,,0,Oak Grove,70017,Tufts Medical Center,Orange,place-tumnl
R-54765877,1720,IN_TRANSIT_TO,180,0,42.31119,-71.05323,200,,2023-04-27 15:25:36-04:00,ADDED-1581508118,,0,Braintree,70097,North Quincy,Red,place-nqncy
R-547640BB,1504,INCOMING_AT,20,1,42.2499,-71.00417,330,,2023-04-27 15:27:03-04:00,ADDED-1581508242,,0,Alewife,70102,Quincy Center,Red,place-qnctr
O-547656FB,1430,INCOMING_AT,60,0,42.36912,-71.06372,150,,2023-04-27 15:27:14-04:00,56494376,,0,Forest Hills,70026,North Station,Orange,place-north
B-547656EF,0741,IN_TRANSIT_TO,20,0,42.40633,-70.99231,170,,2023-04-27 15:27:38-04:00,ADDED-1581508256,,0,Bowdoin,70055,Beachmont,Blue,place-bmmnl
R-547645A6,1615,INCOMING_AT,190,0,42.2734,-71.02786,135,,2023-04-27 15:27:37-04:00,ADDED-1581508221,,0,Braintree,70099,Wollaston,Red,place-wlsta
R-54763D23,1645,INCOMING_AT,110,1,42.32589,-71.05635,305,,2023-04-27 15:27:28-04:00,56494828,,0,Alewife,70084,Andrew,Red,place-andrw
O-54764837,1410,STOPPED_AT,1,1,42.30122,-71.11384,30,,2023-04-27 15:20:54-04:00,56494283,,0,Oak Grove,Forest Hills-02,Forest Hills,Orange,place-forhl
B-5476592C,0734,IN_TRANSIT_TO,50,0,42.38632,-71.00652,235,,2023-04-27 15:27:48-04:00,55458944-19:45-GovernmentCenterWonderlandSuspend,,0,Bowdoin,70049,Wood Island,Blue,place-wimnl
R-54763E89,1622,IN_TRANSIT_TO,40,0,42.3723,-71.11585,135,,2023-04-27 15:27:28-04:00,ADDED-1581508244,,0,Ashmont,70069,Central,Red,place-cntsq
R-547644FA,1865,STOPPED_AT,220,0,42.20749,-71.00156,190,,2023-04-27 15:23:13-04:00,ADDED-1581508202,,0,Braintree,Braintree-01,Braintree,Red,place-brntn
R-54765620,1854,IN_TRANSIT_TO,100,1,42.28579,-71.03854,330,,2023-04-27 15:25:57-04:00,56494829,,0,Alewife,70096,JFK/UMass,Red,place-jfk
R-5476379D,1709,IN_TRANSIT_TO,120,0,42.32915,-71.05668,200,,2023-04-27 15:27:18-04:00,56494883,,0,Braintree,70095,JFK/UMass,Red,place-jfk
R-5476573C,1732,STOPPED_AT,150,1,42.3565,-71.06263,310,,2023-04-27 15:27:21-04:00,ADDED-1581508210,,0,Alewife,70076,Park Street,Red,place-pktrm
1804,1804,IN_TRANSIT_TO,40,1,42.26778030395508,-71.52032470703125,76,13.4,2023-04-27 15:27:27-04:00,CR-554474-522,522,1,South Station,WML-0252,Ashland,CR-Worcester,place-WML-0252
1627,1627,IN_TRANSIT_TO,50,1,42.40081024169922,-71.31949615478516,144,24.1,2023-04-27 15:27:30-04:00,CR-553767-420,420,1,North Station,FR-0132,Kendal Green,CR-Fitchburg,place-FR-0132
1635,1635,STOPPED_AT,80,0,42.6776008605957,-70.84051513671875,1,12.1,2023-04-27 15:27:32-04:00,CR-592911-153-Rockport,153,1,Newburyport,ER-0276-S,Ipswich,CR-Newburyport,place-ER-0276
1631,1631,STOPPED_AT,0,0,42.36644744873047,-71.06220245361328,348,,2023-04-27 15:27:36-04:00,CR-592938-155-Rockport,155,2,Newburyport,BNT-0000-03,North Station,CR-Newburyport,place-north
1715,1715,IN_TRANSIT_TO,20,0,42.31391525268555,-71.05225372314453,196,12.5,2023-04-27 15:27:16-04:00,CR-554473-085,085,1,Greenbush,MM-0079-S,Quincy Center,CR-Greenbush,place-qnctr
1703,1703,IN_TRANSIT_TO,90,0,41.83675765991211,-71.41520690917969,154,13.4,2023-04-27 15:27:32-04:00,CR-574071-819,819,1,Wickford Junction,NEC-1851,Providence,CR-Providence,place-NEC-1851
1708,1708,STOPPED_AT,40,1,42.25422668457031,-71.12611389160156,19,2.2,2023-04-27 15:27:18-04:00,CR-573244-878,878,1,South Station,NEC-2203,Hyde Park,CR-Providence,place-NEC-2203
1630,1630,IN_TRANSIT_TO,40,0,42.461917877197266,-70.94796752929688,58,13.4,2023-04-27 15:27:41-04:00,CR-593332-113-Rockport,113,1,West Gloucester,ER-0128,Swampscott,CR-Newburyport,place-ER-0128
1809,1809,IN_TRANSIT_TO,10,0,42.34597396850586,-71.05964660644531,274,5.8,2023-04-27 15:27:43-04:00,CR-574073-821,821,1,Providence,NEC-2276,Back Bay,CR-Providence,place-bbsta
1805,1805,STOPPED_AT,80,0,42.27545166015625,-71.2170181274414,260,8.0,2023-04-27 15:27:45-04:00,CR-573263-619,619,1,Needham Heights,NB-0109-S,Hersey,CR-Needham,place-NB-0109
1522,1522,IN_TRANSIT_TO,80,1,42.39139938354492,-71.0769271850586,176,13.0,2023-04-27 15:27:45-04:00,CR-570136-214,214,1,North Station,BNT-0000,North Station,CR-Haverhill,place-north
1803,1803,IN_TRANSIT_TO,20,1,41.990623474121094,-70.97093963623047,324,11.6,2023-04-27 15:27:24-04:00,CR-551510-020,020,1,South Station,MM-0219-S,Campello,CR-Middleborough,place-MM-0219
1823,1823,IN_TRANSIT_TO,50,1,42.196205139160156,-71.15397644042969,18,27.3,2023-04-27 15:26:16-04:00,CR-574038-824,824,1,South Station,NEC-2173,Route 128,CR-Providence,place-NEC-2173
1711,1711,IN_TRANSIT_TO,90,0,41.99640655517578,-70.724609375,119,17.4,2023-04-27 15:27:42-04:00,CR-551659-053,053,1,Kingston,KB-0351-S,Kingston,CR-Kingston,place-KB-0351
1816,1816,STOPPED_AT,50,1,42.28501892089844,-71.15380859375,60,,2023-04-27 15:27:44-04:00,CR-573255-620,620,1,South Station,NB-0076-S,Highland,CR-Needham,place-NB-0076
1808,1808,IN_TRANSIT_TO,120,0,42.15303039550781,-71.24446105957031,232,9.4,2023-04-27 15:27:38-04:00,CR-574903-753,753,1,Foxboro,FS-0049-S,Foxboro,CR-Franklin,place-FS-0049
1801,1801,IN_TRANSIT_TO,60,1,42.15691375732422,-70.95445251464844,334,8.0,2023-04-27 15:27:41-04:00,CR-554459-056,056,1,South Station,MM-0109,Braintree,CR-Kingston,place-brntn
1628,1628,STOPPED_AT,100,0,42.4604606628418,-71.45809173583984,278,8.5,2023-04-27 15:27:26-04:00,CR-551764-419,419,1,Wachusett,FR-0253,South Acton,CR-Fitchburg,place-FR-0253
1720,1720,IN_TRANSIT_TO,120,1,42.357059478759766,-71.13823699951172,100,,2023-04-27 15:27:38-04:00,CR-551611-520,520,1,South Station,WML-0025,Lansdowne,CR-Worcester,place-WML-0025
1828,1828,STOPPED_AT,0,1,42.23799514770508,-71.1330795288086,89,,2023-04-27 15:26:45-04:00,CR-551386-928,928,1,South Station,DB-0095,Readville,CR-Fairmount,place-DB-0095
1634,1634,STOPPED_AT,20,0,42.4460563659668,-71.13973999023438,15,12.1,2023-04-27 15:27:33-04:00,CR-551844-323,323,1,Lowell,NHRML-0073,Wedgemere,CR-Lowell,place-NHRML-0073
1818,1818,IN_TRANSIT_TO,40,0,42.179412841796875,-71.01705169677734,219,16.5,2023-04-27 15:27:36-04:00,CR-554445-017,017,1,Middleborough/Lakeville,MM-0150-S,Holbrook/Randolph,CR-Middleborough,place-MM-0150
1644,1644,IN_TRANSIT_TO,20,1,42.55504608154297,-71.18310546875,133,25.5,2023-04-27 15:27:17-04:00,CR-551847-324,324,1,North Station,NHRML-0152,Wilmington,CR-Lowell,place-NHRML-0152
1712,1712,IN_TRANSIT_TO,10,1,42.56834030151367,-71.84172821044922,28,21.5,2023-04-27 15:27:45-04:00,CR-553699-422,422,1,North Station,FR-0494-CS,Fitchburg,CR-Fitchburg,place-FR-0494
1651,1651,IN_TRANSIT_TO,20,1,42.51422882080078,-70.89765167236328,185,17.4,2023-04-27 15:27:24-04:00,CR-593012-198-Rockport,198,1,North Station,ER-0128,Swampscott,CR-Newburyport,place-ER-0128
1714,1714,IN_TRANSIT_TO,170,0,42.2686767578125,-71.77723693847656,221,10.7,2023-04-27 15:27:40-04:00,CR-554467-519,519,1,Worcester,WML-0442-CS,Worcester,CR-Worcester,place-WML-0442
1701,1701,IN_TRANSIT_TO,80,0,42.51844024658203,-71.09954071044922,300,10.7,2023-04-27 15:27:45-04:00,CR-569948-293,293,1,Reading,WR-0120-S,Reading,CR-Haverhill,place-WR-0120
1824,1824,IN_TRANSIT_TO,40,1,41.85652160644531,-71.4076919555664,20,24.6,2023-04-27 15:27:40-04:00,CR-574042-826,826,1,South Station,NEC-1891,Pawtucket/Central Falls,CR-Providence,place-NEC-1891
1706,1706,IN_TRANSIT_TO,20,1,42.11396408081055,-71.34310913085938,62,25.9,2023-04-27 15:27:41-04:00,CR-574913-720,720,1,South Station,FB-0230-S,Norfolk,CR-Franklin,place-FB-0230
1722,1722,IN_TRANSIT_TO,100,0,42.29630661010742,-71.30077362060547,272,18.3,2023-04-27 15:27:42-04:00,CR-554545-521,521,1,Worcester,WML-0177,Natick Center,CR-Worcester,place-WML-0177
